"value","value_noun","value_verb","count"
"၌","မှတ်","ကျ",1
"၌","မှတ်တမ်း","တည်ရှိ",1
"၌","မှတ်တမ်းလွှာ","အယူသည်း",1
"၌","မှတ်တိုင်","လည့်လည်",1
"၌","မာစင်စစ်","ဖယ်ရှားခံ",1
"၌","မိနစ်","ကယ်တင်",1
"၌","မိနစ်","ပစ်ခတ်",1
"၌","မိနစ်","ရောက်",1
"၌","မိနစ်","အစီရင်ခံ",1
"၌","မိနစ်","အသုံးပြု",1
"၌","မိန်းကလေး","ပိတ်",1
"၌","မိုင်","ဖြစ်",1
"၌","မိုင်းတွင်း",NA,1
"၌","မိုင်ရာ","နုတ်ထွက်",1
"၌","မီး","သေဆုံး",1
"၌","မီရဇ","ရောက်",1
"၌","မေးခွန်း","တိုးတက်",1
"၌","မေးခွန်း",NA,1
"၌","မေးမြန်းခန်း",NA,1
"၌","မော်စကို","ရေးထိုး",1
"၌","မော်တော်ဆိုင်ကယ်","စုပေါင်း",1
"၌","မဲဆန္ဒနယ်","ကြိုးဆွဲထား",1
"၌","မဲရုံ","တင်သွင်း",1
"၌","မဲလ်ဘုန်း","ပိုင်ဆိုင်",1
"၌","ယခု",NA,1
"၌","ယူတီစီ","ကွယ်လွန်",1
"၌","ယူတီစီ","တိုက်",1
"၌","ယူတီစီ","ထိန်းချုပ်",1
"၌","ယူတီစီ","ပိတ်",1
"၌","ယူတီစီ","ဖြစ်",1
"၌","ယူတီစီ","ဖြစ်ပွား",1
"၌","ယူတီစီ","မှတ်တမ်းတင်",1
"၌","ယူတီစီ","ရှိ",1
"၌","ယူတီစီ","သိ",1
"၌","ယူအက်စ်ဒီအေ","တင်ပြ",1
"၌","ရက်","ချိုးဖောက်",1
"၌","ရက်","စတင်",1
"၌","ရက်","ဆွေးနွေး",1
"၌","ရက်","ပြန်ပေးဆွဲ",1
"၌","ရက်","ပြုလုပ်",1
"၌","ရက်","ပိုင်ဆိုင်",1
"၌","ရက်","မဲဆွယ်",1
"၌","ရက်","ရွေးချယ်",1
"၌","ရက်","ရောက်",1
"၌","ရက်","လက်ထပ်",1
"၌","ရက်","အစီရင်ခံ",1
"၌","ရက်","အရေးမထားလောက်",1
"၌","ရက်","အောင်မြင်",1
"၌","ရက်နေ့",NA,1
"၌","ရင်ပြင်","တန်",1
"၌","ရထားတွဲ","ပြင်းထန်",1
"၌","ရန်ပုံငွေ","အသုံးပြု",1
"၌","ရပ်ကွက်","ချ",1
"၌","ရပ်ကွက်","သေဆုံး",1
"၌","ရပ်စီကိုးစ်","ရရှိ",1
"၌","ရမှတ်","အနိုင်ရ",1
"၌","ရဝေး","ရှိ",1
"၌","ရွာ","ပျက်",1
"၌","ရွေးကောက်ပွဲ","ရရှိ",1
"၌","ရွေးကောက်ပွဲ","လစ်လပ်",1
"၌","ရွေးကောက်ပွဲ","အသုံးပြု",1
"၌","ရဟတ်ယာဉ်","ရှောင်ရှား",1
"၌","ရှာနေချိန်","အမဲလိုက်",1
"၌","ရှေ့","ခွဲထွက်",1
"၌","ရှေ့","ထိန်းသိမ်း",1
"၌","ရှေ့မှောက်","ပြောင်းလည်း",1
"၌","ရာခိုင်နှုန်း","ဆင်ခြေပေး",1
"၌","ရာခိုင်နှုန်း","တွေ့",1
"၌","ရာခိုင်နှုန်း","မျှော်မှန်း",1
"၌","ရာစုနှစ်","သို",1
"၌","ရာထူး","ထမ်းဆောင်",1
"၌","ရာသီ","အောင်မြင်",1
"၌","ရိပ်သာ",NA,1
"၌","ရုံ","ကျင်းပ",1
"၌","ရုံ","ဖြစ်ပွား",1
"၌","ရုံ","မီးလောင်တတ်",1
"၌","ရုံ","ရောက်",1
"၌","ရုံ","လွန်",1
"၌","ရုံ","လုပ်",1
"၌","ရုံး","ထည့်သွင်း",1
"၌","ရုံး","လုပ်",1
"၌","ရုံးတက်ရုံးဆင်းချိန်","ပြေးဆွဲ",1
"၌","ရုပ်ထု","ရှိ",1
"၌","ရုရှား","နေထိုင်",1
"၌","ရေကန်","ကျော်",1
"၌","ရေတပ်","ချုပ်ကိုင်",1
"၌","ရေနံ","ရှိ",1
"၌","ရေပိုင်နက်","တိုက်ခိုက်",1
"၌","ရောဂါ","အထူးတီထွင်",1
"၌","ရောမ","ဖမ်းဆီး",1
"၌","ရဲ","ရိုး",1
"၌","ရဲတိုက်","ဂူသွင်းမြှုပ်နှံ",1
"၌","ရဲတိုက်","ထား",1
"၌","လ","ကစား",1
"၌","လ","ကျင်းပ",1
"၌","လ","ကျဆုံး",1
"၌","လ","ကျော်",1
"၌","လ","ချီးကျူး",1
"၌","လ","စတင်",1
"၌","လ","စမ်းသပ်",1
"၌","လ","ထုတ်ဖော်",1
"၌","လ","ပြင်းထန်",1
"၌","လ","ပြန်လာ",1
"၌","လ","ပြုလုပ်",1
"၌","လ","ပို့",1
"၌","လ","ပေး",1
"၌","လ","ဖြစ်",1
"၌","လ","ဖြန့်ဝေ",1
"၌","လ","မဲ့",1
"၌","လ","ရွေးချယ်",1
"၌","လ","လိုက်နာ",1
"၌","လ","လိုအပ်",1
"၌","လ","အနားယူ",1
"၌","လ","အလုပ်ဖြုတ်",1
"၌","လ","အာဏာသိမ်း",1
"၌","လ",NA,1
"၌","လက်","ဆုတောင်း",1
"၌","လက်","လို",1
"၌","လက်ကြား",NA,1
"၌","လက်စ်ဗီးဂတ်စ်","စတင်",1
"၌","လက်ဘနွန်","ခေါင်းဆောင်",1
"၌","လက်မောင်း","ကိုင်",1
"၌","လန်ဒန်","ဝင်ခွင့်ပြု",1
"၌","လန်ဒန်","သေဆုံး",1
"၌","လန်ဒန်",NA,1
"၌","လမ်း","စီစဉ်",1
"၌","လမ်း","ပို",1
"၌","လမ်း","အဆုံးစီရင်",1
"၌","လမ်းခရီး","သေဆုံး",1
"၌","လမ်းခွဲ","လမ်းပိတ်ဆို့",1
"၌","လမ်းစဉ်","လွှဲအပ်",1
"၌","လမ်းဆုံ","လွန်",1
"၌","လွှတ်တော်","ပြု",1
"၌","လွှတ်တော်","ရရှိ",1
"၌","လွှတ်တော်","အတည်ပြု",1
"၌","လိုင်း","မူးယစ်",1
"၌","လုပ်ကွက်","တိုးချဲ့",1
"၌","လုပ်ငန်း","ဆန့်ကျင်",1
"၌","လုပ်ငန်း","ရှိ",1
"၌","လုပ်ငန်း","သက်ရောက်",1
"၌","လုပ်ငန်း",NA,1
"၌","လုပ်ငန်းခွင်","ဆန့်ကျင်",1
"၌","လုပ်ငန်းခွင်","အသုံးပြု",1
"၌","လုပ်ငန်းစဉ်","ရှိ",1
"၌","လုပ်ငန်းစဉ်","အစီရင်ခံ",1
"၌","လူ","ကံကောင်း",1
"၌","လူ","တိုက်ခိုက်",1
"၌","လူ","ရ",1
"၌","လူ","ရှိ",1
"၌","လူဇင်ဘတ်","သဘောတူ",1
"၌","လူနာ","လိုအပ်",1
"၌","လူမျိုး","နေရာချ",1
"၌","လူမျိုး","နောက်",1
"၌","လူးဝက်စ်","ရှို့",1
"၌","လူဦးရေ","နေထိုင်",1
"၌","လေဆိပ်","ကွဲကြေ",1
"၌","လေဆိပ်","တည်ဆောက်",1
"၌","လေဆိပ်","ပစ်ခတ်",1
"၌","လေဆိပ်","ပျက်",1
"၌","လေဆိပ်","ပိုမို",1
"၌","လေဆိပ်","ဖောက်ခွဲ",1
"၌","လေဆိပ်","ဘေးကင်း",1
"၌","လေးပိုင်း","ချန်ထား",1
"၌","လေယာဉ်","နေထိုင်",1
"၌","လောင်","ဉီးဆောင်",1
"၌","ဝက်ဆိုက်","အသုံးပြု",1
"၌","ဝက်ဆိုဒ်","အစီရင်ခံ",1
"၌","ဝက်ဘ်ဆိုက်","စိတ်ဝင်စား",1
"၌","ဝန်းကျင်","ဖမ်းဆီး",1
"၌","ဝန်းကျင်","ဖောက်ခွဲ",1
"၌","ဝန်းကျင်",NA,1
"၌","ဝယ်လင်တန်","စုံစမ်း",1
"၌","ဝါဂ","ရည်မှန်း",1
"၌","ဝါတာလူး","ကြိုက်",1
"၌","ဝိညာဉ်","ခံစား",1
"၌","ဝေးနီး","ဖြစ်ပွား",1
"၌","ဝေမျှရေး","ဖြစ်",1
"၌","သက်သေ",NA,1
"၌","သချိုင်းဂူ","ချ",1
"၌","သင်ကြားရေး","ဖတ်",1
"၌","သင်္ကေတ","ပွေ့ဖက်",1
"၌","သစ်တော","ပျက်",1
"၌","သတင်း","ဖော်ပြ",1
"၌","သတင်း","ရေငုပ်",1
"၌","သတင်းစာ","ပြောကြား",1
"၌","သတင်းစာ","အလုပ်ဝင်",1
"၌","သတ္တုတွင်း","ပြိုကျ",1
"၌","သတ္တုတွင်း","သေဆုံး",1
"၌","သတ်မှတ်ချက်","ရည်ရွယ်",1
"၌","သမိုင်း","ရှိ",1
"၌","သမိုင်း",NA,1
"၌","သံရုံး","ခိုလုံ",1
"၌","သြစတြေးလျ","ထောင်ချခံ",1
"၌","သြစတြေးလျ","သက်ရောက်",1
"၌","သား","သေဆုံး",1
"၌","သီတင်းပတ်","ပြုလုပ်",1
"၌","သီတင်းပတ်","ဝေဖန်ဆွေးနွေး",1
"၌","သူ","ထောက်ခံ",1
"၌","သူ","ပြော",1
"၌","သူ","ရှိ",1
"၌","သေဆုံးချိန်","ရင်ဝယ်ပိုက်",1
"၌","သေဆုံးခဲ့ချိန်","ထိန်းသိမ်း",1
"၌","သေနတ်","စေ့စပ်",1
"၌","သောင်","ထုတ်ယူ",1
"၌","သောမက်စ်","ဆိုင်",1
"၌","ဟရေရာ","ပြော",1
"၌","ဟာရဲ",NA,1
"၌","ဟိုတယ်","စောင့်",1
"၌","ဟိုတယ်","တည်းခို",1
"၌","ဟိုတယ်","ထား",1
"၌","ဟိုတယ်","ပစ်ခတ်",1
"၌","ဟိုတယ်","ပစ်ခတ်ခဲ့ပုံ",1
"၌","ဟိုတယ်","ပါဝင်",1
"၌","ဟောက်စ်","ထုတ်ဝေ",1
"၌","ဟော်ကာ","ယှဉ်ပြိုင်",1
"၌","အကျဉ်းထောင်","ကျင်းပ",1
"၌","အကျဉ်းထောင်","သေဆုံး",1
"၌","အကြာ",NA,1
"၌","အကြား","ပြန့်ပွား",1
"၌","အကြား","ပိတ်",1
"၌","အကြား","များ",1
"၌","အကွာ","ပို",1
"၌","အကာ","ဖြစ်ပွား",1
"၌","အကူ","ဆောင်ရွက်",1
"၌","အခက်အခဲ","ဖြေရှင်း",1
"၌","အခန်း","စောင့်",1
"၌","အခမ်းအနား","ကြော်ငြာ",1
"၌","အခမ်းအနား","ပျော်",1
"၌","အခမ်းအနား","ရှိ",1
"၌","အချက်","စစ်ဖြစ်",1
"၌","အချက်","ဝေမျှ",1
"၌","အချက်အလက်","ရှိ",1
"၌","အချိန်","ချစ်မြတ်နိုး",1
"၌","အချိန်","ဈေးဝယ်ထွက်",1
"၌","အချိန်","တည်ရှိ",1
"၌","အချိန်","တားမြစ်",1
"၌","အချိန်","တိုက်",1
"၌","အချိန်","ထား",1
"၌","အချိန်","ပျံသန်း",1
"၌","အချိန်","ပြင်းထန်",1
"၌","အချိန်","ပြော",1
"၌","အချိန်","ပြောင်းလဲ",1
"၌","အချိန်","ပူးတွဲ",1
"၌","အချိန်","ပေါ်",1
"၌","အချိန်","ဖမ်းစား",1
"၌","အချိန်","ဖောက်",1
"၌","အချိန်","မူတည်",1
"၌","အချိန်","ရ",1
"၌","အချိန်","လာ",1
"၌","အချိန်","သရေကျ",1
"၌","အချိန်","သိ",1
"၌","အချိန်","သေဆုံး",1
"၌","အချိန်တိုင်း","လိုက်နာ",1
"၌","အချိန်တိုလေး","ရှိ",1
"၌","အခြအနေ","ဖြစ်",1
"၌","အခြား",NA,1
"၌","အခြေအနေ","ခွင့်ပြု",1
"၌","အခြေအနေ","စားသုံး",1
"၌","အခြေအနေ","ရှိ",1
"၌","အခြေအနေ","သိသာ",1
"၌","အခါ","နေကောင်း",1
"၌","အခါ","ပေါ်",1
"၌","အင်တာဗျူး","ပြော",1
"၌","အင်တာဗျူး","လိုက်နာ",1
"၌","အင်္ဂလန်","တားမြစ်",1
"၌","အင်္ဂလန်",NA,1
"၌","အစ","ကစား",1
"၌","အစ","ပြော",1
"၌","အစ","ရရှိ",1
"၌","အစ","အာရုံစိုက်",1
"၌","အစည်းအဝေး","ဆုံးဖြတ်",1
"၌","အစည်းအဝေး","ထုတ်",1
"၌","အစည်းအဝေး","ဖြစ်",1
"၌","အစည်းအဝေး","ဖော်ပြ",1
"၌","အစည်းအဝေး","မျှော်လင့်",1
"၌","အစည်းအဝေး","မိတ်ဆက်",1
"၌","အစည်းအဝေး","ရှင်းလင်း",1
"၌","အစည်းအဝေး","ရှိ",1
"၌","အစည်းအဝေး","လုပ်ဆောင်",1
"၌","အစည်းအဝေးပွဲ","ဖြစ်",1
"၌","အစိတ်အပိုင်း",NA,1
"၌","အစိုးရ","ရှိ",1
"၌","အစီအစဉ်","ကျော်",1
"၌","အစီအစဉ်","တွေ့ဆုံ",1
"၌","အစီအစဉ်","ပါဝင်",1
"၌","အစီအစဉ်","မေး",1
"၌","အစောပိုင်း","စုစည်းပါဝင်",1
"၌","အစောပိုင်း","ထုတ်လုပ်",1
"၌","အစောပိုင်း","ပြောကြား",1
"၌","အစောပိုင်း","ပါဝင်",1
